Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rhoades, Brendon Patrick","
MATH 103A - Modern Algebra I (A)
",WI14,43,"
25
","
79.2%
","
87.5%
","
7.36
","
B (3.00)
","
B- (2.84)
"
"Zelmanov, Efim I","
MATH 103A - Modern Algebra I (A)
",FA13,43,"
14
","
100.0%
","
84.6%
","
6.68
","
B (3.27)
","
B- (2.90)
"
"Minnes Kemp, Mor Mia","
MATH 103A - Modern Algebra I (A)
",WI13,40,"
17
","
94.1%
","
100.0%
","
7.56
","
B+ (3.31)
","
B- (2.83)
"
"Rogalski, Daniel","
MATH 103A - Modern Algebra I (A)
",FA12,29,"
14
","
78.6%
","
100.0%
","
10.36
","
B+ (3.38)
","
B- (2.87)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Aycock, Jon Merrill","
MATH 103B - Modern Algebra II (A)
",SP23,98,"
21
","
68.4%
","
84.2%
","
8.80
","
B (3.05)
","
C+ (2.43)
"
"Chung, Kwun","
MATH 103B - Modern Algebra II (B)
",SP23,103,"
35
","
70.6%
","
82.4%
","
9.79
","
B (3.24)
","
B- (2.80)
"
"Lahiri, Aranya","
MATH 103B - Modern Algebra II (A)
",WI23,60,"
50
","
71.4%
","
87.8%
","
9.03
","
B (3.10)
","
B (3.08)
"
"Hodges, Reuven Moses","
MATH 103B - Modern Algebra II (B)
",WI23,66,"
56
","
76.8%
","
94.6%
","
8.46
","
B (3.09)
","
B- (2.80)
"
"Wenzl, Hans G","
MATH 103B - Modern Algebra II (C)
",WI23,63,"
21
","
61.9%
","
61.9%
","
9.50
","
C+ (2.60)
","
C+ (2.49)
"
"Carter, Anne Toulson","
MATH 103B - Modern Algebra II (A)
",S222,61,"
14
","
85.7%
","
71.4%
","
13.42
","
B (3.07)
","
B (3.19)
"
"Alberts, Brandon","
MATH 103B - Modern Algebra II (A)
",SP22,72,"
62
","
82.3%
","
90.3%
","
7.87
","
B- (2.98)
","
C+ (2.62)
"
"Upton, James Thomas","
MATH 103B - Modern Algebra II (B)
",SP22,90,"
64
","
64.1%
","
81.3%
","
8.98
","
B (3.13)
","
B (3.12)
"
"Alberts, Brandon","
MATH 103B - Modern Algebra II (A)
",WI22,59,"
51
","
82.4%
","
88.2%
","
8.50
","
B (3.00)
","
C+ (2.60)
"
"Lim, Seonhee","
MATH 103B - Modern Algebra II (B)
",WI22,23,"
11
","
63.6%
","
81.8%
","
6.50
","
B- (2.73)
","
C+ (2.68)
"
"Greenfeld, Be'Eri","
MATH 103B - Modern Algebra II (C)
",WI22,75,"
38
","
89.5%
","
94.7%
","
8.08
","
B+ (3.39)
","
B (3.24)
"
"Mohammadi, Amir","
MATH 103B - Modern Algebra II (A)
",S221,59,"
14
","
57.1%
","
61.5%
","
13.07
","
B- (2.71)
","
C+ (2.45)
"
"Green, Nathan E","
MATH 103B - Modern Algebra II (A)
",SP21,108,"
84
","
84.3%
","
94.0%
","
7.54
","
B (3.21)
","
B (3.13)
"
"Pollack, Aaron","
MATH 103B - Modern Algebra II (B)
",SP21,64,"
24
","
81.8%
","
90.9%
","
7.68
","
B+ (3.33)
","
B+ (3.32)
"
"Sorensen, Claus M","
MATH 103B - Modern Algebra II (A)
",WI21,50,"
39
","
61.5%
","
71.8%
","
10.55
","
B- (2.93)
","
B (3.21)
"
"Greenfeld, Be'Eri","
MATH 103B - Modern Algebra II (B)
",WI21,55,"
24
","
72.2%
","
81.3%
","
6.28
","
A- (3.75)
","
A- (3.99)
"
"Kitsela, Roman","
MATH 103B - Modern Algebra II (A)
",S220,74,"
7
","
40.0%
","
40.0%
","
12.90
","
C (2.20)
","
B (3.18)
"
"Mohammadi, Amir","
MATH 103B - Modern Algebra II (A)
",SP20,40,"
9
","
44.4%
","
77.8%
","
6.72
","
B- (2.75)
","
B- (2.99)
"
"Wiersma, Matthew T.","
MATH 103B - Modern Algebra II (B)
",SP20,106,"
83
","
78.3%
","
89.0%
","
7.95
","
B (3.27)
","
B (3.12)
"
"Green, Nathan E","
MATH 103B - Modern Algebra II (A)
",WI20,91,"
28
","
85.7%
","
100.0%
","
7.21
","
B+ (3.39)
","
B (3.00)
"
"Salehi Golsefidy, Alireza","
MATH 103B - Modern Algebra II (B)
",WI20,47,"
24
","
90.9%
","
95.5%
","
8.05
","
B+ (3.41)
","
B- (2.91)
"
"Stapleton, David John","
MATH 103B - Modern Algebra II (A)
",S219,35,"
10
","
75.0%
","
87.5%
","
9.75
","
B (3.29)
","
B- (2.89)
"
"Pelayo, Alvaro","
MATH 103B - Modern Algebra II (B)
",S219,27,"
10
","
90.0%
","
100.0%
","
9.10
","
B (3.10)
","
C+ (2.67)
"
"Mohammadi, Amir","
MATH 103B - Modern Algebra II (A)
",SP19,69,"
14
","
100.0%
","
100.0%
","
9.50
","
B+ (3.44)
","
C+ (2.48)
"
"Anzaldo, Leesa B","
MATH 103B - Modern Algebra II (B)
",SP19,132,"
42
","
76.3%
","
97.4%
","
7.58
","
B- (2.97)
","
B- (2.96)
"
"Green, Nathan E","
MATH 103B - Modern Algebra II (A)
",WI19,106,"
35
","
73.5%
","
87.5%
","
7.35
","
B (3.00)
","
B (3.04)
"
"Salehi Golsefidy, Alireza","
MATH 103B - Modern Algebra II (B)
",WI19,123,"
36
","
64.7%
","
76.5%
","
7.19
","
B- (2.71)
","
B- (2.85)
"
"Strahl, Perry Robert","
MATH 103B - Modern Algebra II (A)
",S218,67,"
53
","
56.6%
","
67.3%
","
9.78
","
C+ (2.55)
","
C+ (2.34)
"
"Salehi Golsefidy, Alireza","
MATH 103B - Modern Algebra II (A)
",SP18,141,"
51
","
67.3%
","
79.2%
","
9.88
","
B- (2.84)
","
B- (2.80)
"
"Popescu, Cristian D.","
MATH 103B - Modern Algebra II (B)
",SP18,60,"
20
","
95.0%
","
95.0%
","
9.03
","
B (3.22)
","
B- (2.86)
"
"Sorensen, Claus M","
MATH 103B - Modern Algebra II (A)
",WI18,95,"
79
","
43.0%
","
59.5%
","
10.42
","
B- (2.72)
","
B (3.01)
"
"Zelmanov, Efim I","
MATH 103B - Modern Algebra II (B)
",WI18,134,"
48
","
64.4%
","
68.2%
","
7.52
","
B- (2.77)
","
B- (2.78)
"
"Salehi Golsefidy, Alireza","
MATH 103B - Modern Algebra II (A)
",S217,51,"
11
","
90.0%
","
100.0%
","
10.50
","
B- (2.90)
","
N/A
"
"Carter, Anne Toulson","
MATH 103B - Modern Algebra II (A)
",SP17,106,"
41
","
87.5%
","
97.5%
","
6.11
","
B (3.11)
","
C+ (2.59)
"
"Zelmanov, Efim I","
MATH 103B - Modern Algebra II (A)
",WI17,107,"
40
","
84.2%
","
76.3%
","
5.45
","
B (3.00)
","
B (3.05)
"
"McKernan, James","
MATH 103B - Modern Algebra II (A)
",SP16,55,"
17
","
87.5%
","
93.8%
","
6.63
","
B+ (3.69)
","
B (3.02)
"
"Zelmanov, Efim I","
MATH 103B - Modern Algebra II (A)
",WI16,67,"
31
","
75.9%
","
100.0%
","
5.88
","
B (3.14)
","
C+ (2.35)
"
"Zelmanov, Efim I","
MATH 103B - Modern Algebra II (A)
",WI15,35,"
13
","
83.3%
","
100.0%
","
5.59
","
B (3.27)
","
B (3.01)
"
"Rogalski, Daniel","
MATH 103B - Modern Algebra II (A)
",SP14,18,"
5
","
80.0%
","
80.0%
","
6.50
","
B (3.00)
","
N/A
"
"Martirosyan, Lilit","
MATH 103B - Modern Algebra II (A)
",WI14,17,"
8
","
100.0%
","
57.1%
","
7.30
","
B- (2.80)
","
N/A
"
"Minnes Kemp, Mor Mia","
MATH 103B - Modern Algebra II (A)
",SP13,33,"
11
","
100.0%
","
100.0%
","
7.23
","
B (3.00)
","
B (3.03)
"
"Zelmanov, Efim I","
MATH 103B - Modern Algebra II (A)
",WI13,22,"
9
","
88.9%
","
77.8%
","
7.17
","
B+ (3.38)
","
B- (2.76)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Popescu, Cristian D.","
MATH 104A - Number Theory I (A)
",WI23,18,"
3
","
100.0%
","
100.0%
","
6.50
","
A (4.00)
","
N/A
"
"Popescu, Cristian D.","
MATH 104A - Number Theory I (A)
",WI22,16,"
4
","
100.0%
","
100.0%
","
6.50
","
B (3.25)
","
N/A
"
"Popescu, Cristian D.","
MATH 104A - Number Theory I (A)
",WI21,14,"
4
","
100.0%
","
100.0%
","
7.00
","
B (3.00)
","
N/A
"
"Popescu, Cristian D.","
MATH 104A - Number Theory I (A)
",FA19,17,"
9
","
87.5%
","
87.5%
","
6.75
","
B (3.13)
","
N/A
"
"Sorensen, Claus M","
MATH 104A - Number Theory I (A)
",FA18,68,"
51
","
94.0%
","
88.0%
","
7.15
","
B (3.20)
","
B+ (3.36)
"
"Thilmany, Francois Etienne Ch","
MATH 104A - Number Theory I (A)
",S118,12,"
6
","
100.0%
","
100.0%
","
11.83
","
A- (3.83)
","
N/A
"
"McKernan, James","
MATH 104A - Number Theory I (B)
",FA17,43,"
15
","
73.3%
","
66.7%
","
7.07
","
B (3.14)
","
B- (2.88)
"
"Buskin, Nikolay","
MATH 104A - Number Theory I (A)
",SP17,78,"
21
","
80.0%
","
75.0%
","
7.68
","
B (3.10)
","
C+ (2.62)
"
"Rabin, Jeffrey Mark","
MATH 104A - Number Theory I (A)
",FA16,34,"
19
","
84.2%
","
89.5%
","
8.08
","
B- (2.94)
","
B (3.11)
"
"Popescu, Cristian D.","
MATH 104A - Number Theory I (A)
",S116,26,"
7
","
71.4%
","
85.7%
","
9.93
","
B (3.29)
","
B (3.23)
"
"Oprea, Dragos N.","
MATH 104A - Number Theory I (A)
",SP16,57,"
20
","
85.0%
","
90.0%
","
8.71
","
B- (2.84)
","
B- (2.94)
"
"Rabin, Jeffrey Mark","
MATH 104A - Number Theory I (A)
",FA15,38,"
15
","
85.7%
","
100.0%
","
8.79
","
B+ (3.38)
","
C+ (2.64)
"
"Popescu, Cristian D.","
MATH 104A - Number Theory I (A)
",SP15,35,"
10
","
90.0%
","
100.0%
","
8.10
","
B+ (3.40)
","
B- (2.96)
"
"Oprea, Dragos N.","
MATH 104A - Number Theory I (A)
",FA14,42,"
17
","
82.4%
","
100.0%
","
7.79
","
B (3.27)
","
B (3.01)
"
"Sorensen, Claus M","
MATH 104A - Number Theory I (A)
",SP14,41,"
21
","
90.5%
","
100.0%
","
7.30
","
B+ (3.35)
","
B- (2.99)
"
"Bucur, Alina Ioana","
MATH 104A - Number Theory I (A)
",FA13,34,"
12
","
83.3%
","
41.7%
","
7.33
","
B (3.08)
","
C (2.21)
"
"Verstraete, Jacques Allan","
MATH 104A - Number Theory I (A)
",SP13,53,"
17
","
100.0%
","
100.0%
","
7.38
","
B+ (3.38)
","
B- (2.73)
"
"Rhoades, Brendon Patrick","
MATH 104A - Number Theory I (A)
",FA12,23,"
12
","
81.8%
","
100.0%
","
7.41
","
B (3.10)
","
B (3.27)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Popescu, Cristian D.","
MATH 104B - Number Theory II (A)
",SP23,11,"
6
","
100.0%
","
100.0%
","
8.50
","
B+ (3.50)
","
N/A
"
"Popescu, Cristian D.","
MATH 104B - Number Theory II (B)
",WI20,8,"
4
","
100.0%
","
100.0%
","
8.50
","
B (3.00)
","
N/A
"
"Sorensen, Claus M","
MATH 104B - Number Theory II (A)
",WI19,14,"
11
","
100.0%
","
100.0%
","
6.32
","
A- (3.82)
","
N/A
"
"McKernan, James","
MATH 104B - Number Theory II (A)
",WI18,21,"
9
","
62.5%
","
100.0%
","
9.25
","
B+ (3.38)
","
B- (2.87)
"
"Popescu, Cristian D.","
MATH 104B - Number Theory II (A)
",WI17,17,"
10
","
100.0%
","
100.0%
","
9.83
","
B (3.29)
","
N/A
"
"Zelmanov, Efim I","
MATH 104B - Number Theory II (A)
",WI16,13,"
7
","
100.0%
","
85.7%
","
5.07
","
B (3.14)
","
N/A
"
"Bucur, Alina Ioana","
MATH 104B - Number Theory II (A)
",WI15,10,"
4
","
100.0%
","
75.0%
","
7.50
","
A (4.00)
","
N/A
"
"Kedlaya, Kiran S.","
MATH 104B - Number Theory II (A)
",WI14,10,"
4
","
75.0%
","
25.0%
","
7.00
","
A (4.00)
","
N/A
"
"Bucur, Alina Ioana","
MATH 104B - Number Theory II (A)
",WI13,10,"
4
","
100.0%
","
100.0%
","
5.50
","
B (3.00)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Sorensen, Claus M","
MATH 104C - Number Theory III (A)
",SP19,10,"
8
","
100.0%
","
100.0%
","
8.00
","
B+ (3.38)
","
N/A
"
"McKernan, James","
MATH 104C - Number Theory III (A)
",SP18,11,"
3
","
100.0%
","
100.0%
","
6.50
","
B+ (3.67)
","
N/A
"
"Popescu, Cristian D.","
MATH 104C - Number Theory III (A)
",SP17,12,"
7
","
100.0%
","
100.0%
","
7.64
","
B+ (3.67)
","
N/A
"
"Salehi Golsefidy, Alireza","
MATH 104C - Number Theory III (A)
",SP16,4,"
4
","
100.0%
","
100.0%
","
4.00
","
A- (3.75)
","
N/A
"
"Bucur, Alina Ioana","
MATH 104C - Number Theory III (A)
",SP15,9,"
8
","
100.0%
","
85.7%
","
7.36
","
A- (3.83)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Popescu, Cristian D.","
MATH 105 - Basic Number Theory (A)
",WI23,30,"
8
","
100.0%
","
100.0%
","
10.50
","
B- (2.75)
","
C+ (2.54)
"
"Carter, Anne Toulson","
MATH 105 - Basic Number Theory (A)
",S122,35,"
9
","
66.7%
","
77.8%
","
8.28
","
C+ (2.56)
","
B- (2.79)
"
"Pollack, Aaron","
MATH 105 - Basic Number Theory (A)
",WI22,38,"
17
","
94.1%
","
100.0%
","
6.03
","
B (3.24)
","
B+ (3.39)
"
"Popescu, Cristian D.","
MATH 105 - Basic Number Theory (A)
",WI21,28,"
9
","
100.0%
","
100.0%
","
8.25
","
A- (3.75)
","
B- (2.83)
"
"Popescu, Cristian D.","
MATH 105 - Basic Number Theory (A)
",FA19,24,"
9
","
77.8%
","
55.6%
","
6.06
","
C+ (2.56)
","
B- (2.80)
"
"Popescu, Cristian D.","
MATH 105 - Basic Number Theory (A)
",S219,19,"
5
","
60.0%
","
60.0%
","
7.70
","
B- (2.80)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kedlaya, Kiran S.","
MATH 106 - Intro/Algebraic Geometry (A)
",SP22,30,"
9
","
66.7%
","
77.8%
","
8.50
","
B- (2.88)
","
B (3.16)
"
"Izadi, Elham","
MATH 106 - Intro/Algebraic Geometry (A)
",FA19,9,"
5
","
100.0%
","
100.0%
","
9.50
","
B (3.25)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Lu, Yunze","
MATH 109 - Mathematical Reasoning (A)
",SP23,49,"
13
","
91.7%
","
100.0%
","
7.83
","
B+ (3.58)
","
B (3.00)
"
"Lu, Yunze","
MATH 109 - Mathematical Reasoning (B)
",SP23,62,"
19
","
94.1%
","
100.0%
","
6.90
","
B+ (3.47)
","
B- (2.99)
"
"Hodges, Reuven Moses","
MATH 109 - Mathematical Reasoning (C)
",SP23,65,"
54
","
81.5%
","
92.5%
","
7.54
","
B- (2.98)
","
B- (2.98)
"
"Chan, Pak Yeung","
MATH 109 - Mathematical Reasoning (D)
",SP23,56,"
16
","
69.2%
","
50.0%
","
8.36
","
B (3.15)
","
B- (2.99)
"
"Greenfeld, Be'Eri","
MATH 109 - Mathematical Reasoning (E)
",SP23,71,"
26
","
100.0%
","
92.0%
","
6.66
","
A- (3.79)
","
B- (2.99)
"
"Parise, Davide","
MATH 109 - Mathematical Reasoning (A)
",WI23,69,"
24
","
87.0%
","
95.7%
","
6.67
","
B+ (3.32)
","
B- (2.87)
"
"Greenfeld, Be'Eri","
MATH 109 - Mathematical Reasoning (B)
",WI23,66,"
21
","
100.0%
","
95.2%
","
8.29
","
A- (3.78)
","
B (3.29)
"
"Vallieres, Daniel","
MATH 109 - Mathematical Reasoning (C)
",WI23,64,"
24
","
83.3%
","
79.2%
","
7.67
","
B (3.21)
","
C+ (2.35)
"
"Aliabadi Sr., Mohsen","
MATH 109 - Mathematical Reasoning (D)
",WI23,67,"
27
","
100.0%
","
96.3%
","
4.67
","
A- (3.84)
","
B+ (3.65)
"
"Aliabadi Sr., Mohsen","
MATH 109 - Mathematical Reasoning (E)
",WI23,67,"
36
","
97.1%
","
97.1%
","
5.59
","
A- (3.94)
","
B+ (3.68)
"
"Chung, Kwun","
MATH 109 - Mathematical Reasoning (A)
",FA22,74,"
28
","
100.0%
","
88.5%
","
8.20
","
B (3.12)
","
B- (2.74)
"
"Belmont, Eva Kinoshita","
MATH 109 - Mathematical Reasoning (B)
",FA22,73,"
25
","
96.0%
","
95.8%
","
7.70
","
B+ (3.35)
","
C+ (2.63)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (C)
",FA22,74,"
26
","
96.0%
","
100.0%
","
6.75
","
B+ (3.30)
","
B (3.26)
"
"Chung, Kwun","
MATH 109 - Mathematical Reasoning (D)
",FA22,71,"
30
","
80.0%
","
86.7%
","
7.43
","
B (3.14)
","
B- (2.81)
"
"Schweinsberg, Jason","
MATH 109 - Mathematical Reasoning (E)
",FA22,68,"
38
","
94.7%
","
91.9%
","
8.34
","
B (3.08)
","
B- (2.93)
"
"Salehi Golsefidy, Alireza","
MATH 109 - Mathematical Reasoning (A)
",S222,55,"
9
","
88.9%
","
100.0%
","
11.00
","
B+ (3.50)
","
C+ (2.57)
"
"Ganzberger, Geoffrey Michael","
MATH 109 - Mathematical Reasoning (A)
",S122,93,"
23
","
68.2%
","
61.9%
","
9.86
","
B+ (3.50)
","
B (3.13)
"
"Ganzberger, Geoffrey Michael","
MATH 109 - Mathematical Reasoning (B)
",S122,82,"
25
","
50.0%
","
36.4%
","
11.02
","
B (3.22)
","
B (3.21)
"
"Eggers, John Dietrich","
MATH 109 - Mathematical Reasoning (A)
",SP22,53,"
25
","
69.6%
","
47.8%
","
8.85
","
B (3.18)
","
C+ (2.50)
"
"Kolesnik, Brett T","
MATH 109 - Mathematical Reasoning (B)
",SP22,56,"
41
","
84.6%
","
71.8%
","
9.58
","
B+ (3.32)
","
B (3.23)
"
"Chung, Kwun","
MATH 109 - Mathematical Reasoning (C)
",SP22,50,"
23
","
95.5%
","
95.5%
","
7.05
","
B+ (3.36)
","
B (3.01)
"
"Greenfeld, Be'Eri","
MATH 109 - Mathematical Reasoning (D)
",SP22,70,"
31
","
93.5%
","
90.3%
","
7.81
","
B+ (3.55)
","
B- (2.91)
"
"Belmont, Eva Kinoshita","
MATH 109 - Mathematical Reasoning (E)
",SP22,58,"
31
","
88.9%
","
100.0%
","
7.61
","
B+ (3.44)
","
B- (2.73)
"
"Chung, Kwun","
MATH 109 - Mathematical Reasoning (A)
",WI22,64,"
24
","
100.0%
","
76.2%
","
7.17
","
B (3.19)
","
B- (2.78)
"
"Ganzberger, Geoffrey Michael","
MATH 109 - Mathematical Reasoning (B)
",WI22,69,"
34
","
93.9%
","
93.9%
","
6.74
","
B- (2.97)
","
B (3.03)
"
"Kolesnik, Brett T","
MATH 109 - Mathematical Reasoning (C)
",WI22,62,"
21
","
68.4%
","
63.2%
","
8.92
","
B+ (3.33)
","
B (3.24)
"
"Jekel, David Andrew","
MATH 109 - Mathematical Reasoning (D)
",WI22,73,"
32
","
96.9%
","
100.0%
","
8.43
","
B+ (3.50)
","
B (3.06)
"
"Belmont, Eva Kinoshita","
MATH 109 - Mathematical Reasoning (E)
",WI22,66,"
25
","
87.5%
","
83.3%
","
8.42
","
B+ (3.48)
","
B- (2.96)
"
"Higgins, Zachary Douglas","
MATH 109 - Mathematical Reasoning (A)
",FA21,65,"
37
","
69.7%
","
61.3%
","
10.97
","
C+ (2.42)
","
C+ (2.67)
"
"Tu, Yucheng","
MATH 109 - Mathematical Reasoning (B)
",FA21,76,"
57
","
89.3%
","
91.1%
","
7.34
","
B+ (3.36)
","
B (3.12)
"
"Greenfeld, Be'Eri","
MATH 109 - Mathematical Reasoning (C)
",FA21,70,"
32
","
93.5%
","
96.8%
","
6.11
","
B+ (3.68)
","
A- (3.86)
"
"Zucker, Andrew","
MATH 109 - Mathematical Reasoning (D)
",FA21,66,"
27
","
84.6%
","
72.0%
","
7.83
","
B (3.11)
","
B- (2.82)
"
"Zucker, Andrew","
MATH 109 - Mathematical Reasoning (E)
",FA21,65,"
21
","
84.2%
","
78.9%
","
8.28
","
B (3.06)
","
C (2.24)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (A)
",S221,70,"
20
","
70.0%
","
65.0%
","
10.00
","
B+ (3.47)
","
B (3.15)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (A)
",S121,60,"
13
","
69.2%
","
76.9%
","
7.83
","
B+ (3.58)
","
B+ (3.36)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (B)
",S121,64,"
9
","
100.0%
","
85.7%
","
8.50
","
B+ (3.67)
","
B+ (3.31)
"
"De Vleming, Kristin Elizab","
MATH 109 - Mathematical Reasoning (A)
",SP21,60,"
53
","
98.1%
","
98.1%
","
7.99
","
B+ (3.55)
","
B+ (3.40)
"
"Xu, Zhouli","
MATH 109 - Mathematical Reasoning (B)
",SP21,57,"
20
","
100.0%
","
94.7%
","
7.72
","
A- (3.76)
","
B+ (3.46)
"
"Alberts, Brandon","
MATH 109 - Mathematical Reasoning (C)
",SP21,34,"
20
","
68.4%
","
73.7%
","
10.18
","
B (3.00)
","
B+ (3.35)
"
"Verstraete, Jacques Allan","
MATH 109 - Mathematical Reasoning (D)
",SP21,57,"
17
","
94.1%
","
100.0%
","
6.97
","
A- (3.81)
","
B+ (3.57)
"
"Luo, Ruth","
MATH 109 - Mathematical Reasoning (E)
",SP21,55,"
42
","
85.4%
","
87.8%
","
8.26
","
B+ (3.63)
","
B+ (3.35)
"
"Savvas, Michail","
MATH 109 - Mathematical Reasoning (A)
",WI21,63,"
27
","
84.6%
","
96.2%
","
7.81
","
B+ (3.43)
","
B+ (3.56)
"
"Savvas, Michail","
MATH 109 - Mathematical Reasoning (B)
",WI21,66,"
23
","
100.0%
","
100.0%
","
8.50
","
A- (3.76)
","
B+ (3.65)
"
"Tamam, Nattalie","
MATH 109 - Mathematical Reasoning (C)
",WI21,38,"
12
","
63.6%
","
80.0%
","
6.32
","
B+ (3.50)
","
B (3.16)
"
"Suk, Andrew Hoon","
MATH 109 - Mathematical Reasoning (D)
",WI21,68,"
58
","
98.3%
","
100.0%
","
6.60
","
B+ (3.62)
","
B+ (3.69)
"
"Xiao, Ming","
MATH 109 - Mathematical Reasoning (E)
",WI21,70,"
35
","
97.1%
","
97.0%
","
6.80
","
B+ (3.69)
","
B+ (3.46)
"
"Ciotti, Benjamin","
MATH 109 - Mathematical Reasoning (A)
",FA20,66,"
32
","
90.0%
","
90.0%
","
10.50
","
B (3.28)
","
B (3.03)
"
"Swanson, Joshua P","
MATH 109 - Mathematical Reasoning (B)
",FA20,58,"
24
","
82.6%
","
60.9%
","
9.80
","
B- (2.74)
","
B- (2.86)
"
"Wiersma, Matthew T.","
MATH 109 - Mathematical Reasoning (C)
",FA20,67,"
52
","
96.2%
","
96.2%
","
7.17
","
B+ (3.47)
","
B- (2.92)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (D)
",FA20,73,"
30
","
100.0%
","
93.1%
","
8.78
","
B+ (3.64)
","
B+ (3.34)
"
"Copeland, Daniel Reuben","
MATH 109 - Mathematical Reasoning (E)
",FA20,59,"
22
","
78.9%
","
83.3%
","
9.40
","
B (3.26)
","
B- (2.94)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (A)
",S220,71,"
13
","
75.0%
","
75.0%
","
13.73
","
B+ (3.38)
","
B (3.07)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (A)
",S120,112,"
22
","
94.7%
","
94.7%
","
10.30
","
B+ (3.60)
","
B (3.22)
"
"Anzaldo, Leesa B","
MATH 109 - Mathematical Reasoning (A)
",SP20,67,"
30
","
93.1%
","
92.9%
","
7.81
","
B+ (3.54)
","
B+ (3.58)
"
"Zhang, Yuming","
MATH 109 - Mathematical Reasoning (B)
",SP20,30,"
12
","
66.7%
","
75.0%
","
9.00
","
B+ (3.50)
","
B+ (3.62)
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (C)
",SP20,60,"
14
","
92.9%
","
92.9%
","
9.64
","
A- (3.70)
","
B+ (3.68)
"
"Suk, Andrew Hoon","
MATH 109 - Mathematical Reasoning (D)
",SP20,67,"
51
","
98.0%
","
100.0%
","
5.36
","
A- (3.86)
","
A- (3.90)
"
"Sterbenz, Jacob","
MATH 109 - Mathematical Reasoning (E)
",SP20,53,"
24
","
81.8%
","
95.2%
","
8.85
","
B+ (3.62)
","
A- (3.77)
"
"Savvas, Michail","
MATH 109 - Mathematical Reasoning (A)
",WI20,70,"
29
","
100.0%
","
100.0%
","
7.26
","
B+ (3.66)
","
B+ (3.63)
"
"Swanson, Joshua P","
MATH 109 - Mathematical Reasoning (B)
",WI20,40,"
25
","
60.0%
","
75.0%
","
6.58
","
B- (2.82)
","
B- (2.87)
"
"Sorensen, Claus M","
MATH 109 - Mathematical Reasoning (C)
",WI20,58,"
46
","
84.1%
","
95.5%
","
7.64
","
B (3.00)
","
B (3.10)
"
"Tamam, Nattalie","
MATH 109 - Mathematical Reasoning (D)
",WI20,56,"
19
","
73.7%
","
94.7%
","
6.61
","
B (3.17)
","
B- (2.73)
"
"Rabin, Jeffrey Mark","
MATH 109 - Mathematical Reasoning (E)
",WI20,70,"
21
","
76.5%
","
100.0%
","
5.91
","
B (3.11)
","
B- (2.74)
"
"Spolaor, Luca","
MATH 109 - Mathematical Reasoning (A)
",FA19,66,"
34
","
93.9%
","
93.9%
","
8.68
","
B+ (3.36)
","
B- (2.93)
"
"Seward, Brandon M.","
MATH 109 - Mathematical Reasoning (B)
",FA19,81,"
38
","
87.5%
","
100.0%
","
7.38
","
B- (2.85)
","
B- (2.80)
"
"Dressler, Mareike","
MATH 109 - Mathematical Reasoning (C)
",FA19,66,"
60
","
90.0%
","
78.3%
","
6.93
","
B (3.14)
","
C+ (2.69)
"
"Novak, Jonathan I","
MATH 109 - Mathematical Reasoning (D)
",FA19,96,"
90
","
96.6%
","
93.3%
","
6.66
","
B+ (3.51)
","
B+ (3.44)
"
"Anzaldo, Leesa B","
MATH 109 - Mathematical Reasoning (E)
",FA19,107,"
50
","
85.1%
","
95.7%
","
8.80
","
B (3.09)
","
B- (2.80)
"
"Pelayo, Alvaro","
MATH 109 - Mathematical Reasoning (A)
",S219,25,"
12
","
83.3%
","
100.0%
","
8.67
","
A- (3.75)
","
B- (2.93)
"
"Anzaldo, Leesa B","
MATH 109 - Mathematical Reasoning (B)
",S219,42,"
14
","
91.7%
","
100.0%
","
7.67
","
B+ (3.58)
","
B (3.09)
"
