Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Drosos, Ian Zachariah","
COGS 121 - HCI Portfolio Design Studio (A)
",SP22,138,"
43
","
97.4%
","
97.4%
","
4.92
","
A- (3.92)
","
A- (3.84)
"
"Guo, Philip J","
COGS 121 - HCI Portfolio Design Studio (A)
",SP21,146,"
69
","
97.0%
","
100.0%
","
4.92
","
A (4.00)
","
A- (3.92)
"
"Guo, Philip J","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP20,118,"
35
","
97.1%
","
100.0%
","
5.62
","
A- (3.94)
","
A- (3.90)
"
"Guo, Philip J","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP19,144,"
52
","
94.0%
","
98.0%
","
6.70
","
A- (3.83)
","
A- (3.83)
"
"Guo, Philip J","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP18,128,"
63
","
98.3%
","
98.3%
","
6.67
","
A- (3.73)
","
A- (3.81)
"
"Guo, Philip J","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP17,101,"
36
","
88.2%
","
88.2%
","
8.74
","
B+ (3.47)
","
B+ (3.59)
"
"Weibel, Nadir","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP16,73,"
20
","
64.7%
","
41.2%
","
10.03
","
B (3.29)
","
B+ (3.43)
"
"Weibel, Nadir","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP15,65,"
19
","
66.7%
","
77.8%
","
6.25
","
B (3.18)
","
B+ (3.45)
"
"Weibel, Nadir","
COGS 121 - Human Comptr Interac Prog Stud (A)
",SP14,43,"
13
","
58.3%
","
58.3%
","
7.83
","
B (3.25)
","
B (3.19)
"
"Hollan, James D.","
COGS 121 - Human Comptr Interaction Progr (A)
",WI09,45,"
28
","
100.0%
","
96.3%
","
6.50
","
B+ (3.52)
","
B (3.17)
"
"Hollan, James D.              ","
COGS 121 - Human Comptr Interaction Progr (A)
",WI08,39,"
24
","
95.8%
","
91.7%
","
5.42
","
B+ (3.54)
","
B+ (3.58)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Dow, Steven P","
COGS 122 - Startup Studio (A)
",SP23,59,"
26
","
92.3%
","
96.0%
","
7.14
","
A- (3.72)
","
B+ (3.66)
"
"Dow, Steven P","
COGS 122 - Startup Studio (A)
",SP22,56,"
27
","
88.5%
","
96.2%
","
9.69
","
B+ (3.67)
","
B+ (3.60)
"
"Popovic, Kevin","
COGS 122 - Startup Studio (A)
",FA21,44,"
22
","
63.6%
","
38.1%
","
5.68
","
A- (3.73)
","
B+ (3.65)
"
"Dow, Steven P","
COGS 122 - Startup Studio (A)
",FA20,47,"
18
","
94.4%
","
100.0%
","
9.09
","
B+ (3.65)
","
B+ (3.64)
"
"Dow, Steven P","
COGS 122 - Interaction Design Startup (A)
",WI18,46,"
19
","
100.0%
","
94.7%
","
6.50
","
A- (3.82)
","
B+ (3.57)
"
"Dow, Steven P","
COGS 122 - Interaction Design Startup (A)
",SP17,39,"
23
","
100.0%
","
95.0%
","
7.40
","
B+ (3.58)
","
B+ (3.57)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Dow, Steven P","
COGS 123 - Social Computing (A)
",WI23,164,"
71
","
91.3%
","
91.2%
","
5.43
","
A- (3.80)
","
B+ (3.65)
"
"Dow, Steven P","
COGS 123 - Social Computing (A)
",SP22,158,"
91
","
91.2%
","
98.9%
","
5.86
","
A- (3.70)
","
B+ (3.68)
"
"Dow, Steven P","
COGS 123 - Social Computing (A)
",WI21,78,"
40
","
89.2%
","
83.8%
","
6.24
","
B+ (3.61)
","
B+ (3.68)
"
"Dow, Steven P","
COGS 123 - Social Computing (A)
",FA19,57,"
34
","
90.9%
","
90.6%
","
4.85
","
B+ (3.68)
","
B+ (3.58)
"
"Dow, Steven P","
COGS 123 - Social Computing (A)
",SP18,97,"
34
","
78.8%
","
87.5%
","
5.89
","
B+ (3.44)
","
B+ (3.46)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Guo, Philip J","
COGS 124 - HCI Technical Systems Research (A)
",WI23,21,"
8
","
100.0%
","
100.0%
","
3.75
","
A- (3.88)
","
B+ (3.67)
"
"Guo, Philip J","
COGS 124 - HCI Technical Systems Research (A)
",FA20,12,"
8
","
100.0%
","
100.0%
","
3.50
","
A (4.00)
","
N/A
"
"Guo, Philip J","
COGS 124 - HCI Technical Systems Research (A)
",FA19,14,"
11
","
100.0%
","
100.0%
","
3.10
","
A- (3.90)
","
N/A
"
"Guo, Philip J","
COGS 124 - HCI Technical Systems Research (A)
",FA18,32,"
21
","
100.0%
","
100.0%
","
4.88
","
A- (3.95)
","
A- (3.93)
"
"Guo, Philip J","
COGS 124 - HCI Technical Systems Research (A)
",FA17,13,"
3
","
100.0%
","
100.0%
","
4.50
","
A (4.00)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Klemmer, Scott R","
COGS 125 - Advanced Interaction Design (A)
",SP23,31,"
4
","
66.7%
","
33.3%
","
1.17
","
A (4.00)
","
B+ (3.52)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Fox, Amy Rae","
COGS 126 - Thinking with Computers (A)
",FA21,29,"
14
","
100.0%
","
100.0%
","
7.50
","
A (4.00)
","
A- (3.72)
"
"Hollan, James D.","
COGS 126 - Human-Computer Interaction (A)
",FA20,18,"
8
","
87.5%
","
100.0%
","
4.00
","
B (3.13)
","
N/A
"
"Hollan, James D.","
COGS 126 - Human-Computer Interaction (A)
",FA19,26,"
4
","
66.7%
","
66.7%
","
6.00
","
B- (2.75)
","
B (3.10)
"
"Hollan, James D.","
COGS 126 - Human-Computer Interaction (A)
",WI19,43,"
15
","
83.3%
","
90.9%
","
4.04
","
B+ (3.33)
","
B (3.24)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Guo, Philip J","
COGS 127 - Data-Driven UX/Product Design (A)
",WI23,142,"
46
","
95.2%
","
97.6%
","
5.71
","
A- (3.86)
","
A- (3.89)
"
"Kross, Sean","
COGS 127 - Data-Driven UX/Product Design (A)
",WI22,118,"
47
","
97.8%
","
97.8%
","
6.00
","
A- (3.95)
","
A- (3.98)
"
"Guo, Philip J","
COGS 127 - Design Human-Data Interactions (A)
",FA20,112,"
55
","
100.0%
","
100.0%
","
6.96
","
A- (3.96)
","
A- (3.98)
"
"Guo, Philip J","
COGS 127 - Design Human-Data Interactions (A)
",FA19,82,"
36
","
97.1%
","
100.0%
","
6.27
","
A- (3.83)
","
A- (3.83)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Scott, Taylor Jackson","
COGS 128 - Information Visualization (A)
",SP21,116,"
81
","
96.3%
","
100.0%
","
4.60
","
A- (3.83)
","
A- (3.88)
"
"Scott, Taylor Jackson","
COGS 128 - Information Visualization (A)
",SP20,38,"
33
","
100.0%
","
100.0%
","
5.41
","
A- (3.71)
","
A- (3.89)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rossano, Federico","
COGS 13 - Fld Methods: Cognition in Wild (A)
",SP23,290,"
75
","
97.2%
","
98.6%
","
3.68
","
A- (3.82)
","
B+ (3.65)
"
"Johnson, Christine M.","
COGS 13 - Fld Methods: Cognition in Wild (A)
",WI23,245,"
87
","
65.5%
","
82.9%
","
5.01
","
B+ (3.43)
","
B (3.22)
"
"Bastos, Amalia Pinkusfeld","
COGS 13 - Fld Methods: Cognition in Wild (A)
",S122,59,"
13
","
69.2%
","
84.6%
","
7.27
","
A- (3.92)
","
B+ (3.58)
"
"Davis, Joshua Daniel","
COGS 13 - Fld Methods: Cognition in Wild (A)
",WI22,213,"
84
","
92.6%
","
95.1%
","
3.64
","
B+ (3.65)
","
B+ (3.43)
"
"Davis, Joshua Daniel","
COGS 13 - Fld Methods: Cognition in Wild (A)
",FA21,251,"
92
","
87.2%
","
94.0%
","
3.79
","
A- (3.85)
","
B+ (3.66)
"
"Rossano, Federico","
COGS 13 - Fld Methods: Cognition in Wild (A)
",SP21,228,"
85
","
88.8%
","
93.8%
","
4.13
","
A- (3.73)
","
A- (3.73)
"
"Davis, Joshua Daniel","
COGS 13 - Fld Methods: Cognition in Wild (A)
",WI21,234,"
100
","
83.5%
","
89.7%
","
4.31
","
B+ (3.62)
","
B+ (3.53)
"
"Johnson, Christine M.","
COGS 13 - Fld Methods: Cognition in Wild (B)
",WI21,162,"
72
","
74.6%
","
90.1%
","
5.04
","
B+ (3.58)
","
B+ (3.45)
"
"Davis, Joshua Daniel","
COGS 13 - Fld Methods: Cognition in Wild (A)
",FA20,218,"
103
","
89.1%
","
97.0%
","
4.34
","
A- (3.76)
","
B+ (3.66)
"
"Johnson, Christine M.","
COGS 13 - Fld Methods: Cognition in Wild (A)
",SP20,302,"
105
","
79.6%
","
83.5%
","
5.12
","
B+ (3.38)
","
B+ (3.62)
"
"Johnson, Christine M.","
COGS 13 - Fld Methods: Cognition in Wild (A)
",FA19,194,"
92
","
39.3%
","
40.4%
","
5.56
","
B- (2.95)
","
B (3.16)
"
"Rossano, Federico","
COGS 13 - Fld Methods: Cognition in Wild (A)
",SP19,307,"
149
","
84.4%
","
97.9%
","
3.82
","
B+ (3.39)
","
B (3.24)
"
"Rossano, Federico","
COGS 13 - Fld Methods: Cognition in Wild (A)
",WI19,311,"
149
","
86.6%
","
92.9%
","
3.85
","
B+ (3.53)
","
B- (2.97)
"
"Rossano, Federico","
COGS 13 - Fld Methods: Cognition in Wild (A)
",SP18,493,"
196
","
75.9%
","
84.5%
","
3.62
","
B+ (3.54)
","
B+ (3.51)
"
"Rossano, Federico","
COGS 13 - Fld Methods: Cognition in Wild (A)
",SP17,206,"
164
","
77.0%
","
89.4%
","
4.49
","
B+ (3.40)
","
B- (2.98)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ellis, Shannon Elizabeth","
COGS 137 - Practical Data Science in R (A)
",WI23,62,"
24
","
95.8%
","
100.0%
","
7.46
","
A- (3.78)
","
B+ (3.65)
"
"Ellis, Shannon Elizabeth","
COGS 137 - Practical Data Science in R (A)
",FA21,50,"
38
","
94.6%
","
100.0%
","
6.55
","
A- (3.76)
","
A- (3.73)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Simpkins, Charles Alexander","
COGS 138 - Neural Data Science (A)
",SP23,39,"
9
","
55.6%
","
55.6%
","
3.50
","
A (4.00)
","
A (4.00)
"
"Voytek, Bradley Thomas","
COGS 138 - Neural Data Science (A)
",WI22,34,"
9
","
100.0%
","
100.0%
","
4.28
","
A- (3.89)
","
A- (3.71)
"
"Voytek, Bradley Thomas","
COGS 138 - Neural Data Science (A)
",WI21,20,"
12
","
100.0%
","
100.0%
","
6.33
","
A (4.00)
","
A- (3.93)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Creel, Sarah                       ","
COGS 14 - Design & Analysis of Expermnts (A)
",FA10,94,"
51
","
63.3%
","
65.3%
","
4.74
","
B (3.14)
","
B- (2.96)
"
"Nunez, Rafael E                    ","
COGS 14 - Design & Analysis of Expermnts (A)
",WI10,116,"
46
","
67.4%
","
75.6%
","
3.89
","
B (3.09)
","
B- (2.96)
"
"Nunez, Rafael E                    ","
COGS 14 - Design & Analysis of Expermnts (A)
",FA09,26,"
15
","
40.0%
","
100.0%
","
3.17
","
B (3.08)
","
C (2.23)
"
"Groppe, David Martin               ","
COGS 14 - Design & Analysis of Expermnts (A)
",SP09,109,"
69
","
79.4%
","
85.3%
","
3.31
","
B+ (3.36)
","
B- (2.94)
"
"Groppe, David Martin","
COGS 14 - Design & Analysis of Expermnts (A)
",WI09,108,"
67
","
84.6%
","
92.3%
","
3.92
","
A- (3.70)
","
B (3.02)
"
"Nunez, Rafael E                    ","
COGS 14 - Design & Analysis of Expermnts (A)
",FA08,41,"
15
","
73.3%
","
93.3%
","
2.77
","
B+ (3.43)
","
C+ (2.56)
"
"Nunez, Rafael E               ","
COGS 14 - Design & Analysis of Expermnts (A)
",SP08,94,"
64
","
55.0%
","
98.3%
","
3.96
","
B- (2.98)
","
C (2.08)
"
"Groppe, David Martin          ","
COGS 14 - Design & Analysis of Expermnts (A)
",WI08,101,"
62
","
71.0%
","
91.9%
","
3.11
","
B+ (3.46)
","
B (3.01)
"
"Groppe, David M               ","
COGS 14 - Design & Analysis of Expermnts (A)
",SU07,20,"
15
","
93.3%
","
100.0%
","
3.17
","
B+ (3.62)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rossano, Federico","
COGS 142 - Animal Communication (A)
",SP23,48,"
14
","
100.0%
","
100.0%
","
2.79
","
B+ (3.64)
","
A- (3.75)
"
"Bastos, Amalia Pinkusfeld","
COGS 142 - Animal Communication (A)
",SP22,45,"
17
","
93.3%
","
100.0%
","
3.50
","
B+ (3.43)
","
B (3.03)
"
"Rossano, Federico","
COGS 142 - Animal Communication (A)
",SP21,30,"
10
","
90.0%
","
100.0%
","
4.90
","
B+ (3.60)
","
B+ (3.31)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",FA22,42,"
15
","
66.7%
","
86.7%
","
6.63
","
B (3.00)
","
B (3.12)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",WI22,38,"
16
","
87.5%
","
93.8%
","
3.63
","
B+ (3.38)
","
B- (2.99)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",FA20,34,"
21
","
85.0%
","
80.0%
","
6.70
","
B (3.26)
","
B (3.21)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",WI20,40,"
16
","
80.0%
","
93.3%
","
4.77
","
B (3.27)
","
B (3.11)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",WI19,39,"
17
","
88.2%
","
88.2%
","
3.75
","
B (3.00)
","
B- (2.92)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",SP18,36,"
14
","
92.9%
","
92.9%
","
5.50
","
B (3.25)
","
B+ (3.39)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",FA17,30,"
11
","
100.0%
","
100.0%
","
7.90
","
B (3.10)
","
B (3.20)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",SP16,38,"
14
","
100.0%
","
92.3%
","
5.41
","
B (3.10)
","
B (3.10)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",FA15,41,"
19
","
89.5%
","
94.7%
","
5.45
","
B (3.29)
","
B+ (3.36)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",FA14,36,"
13
","
91.7%
","
100.0%
","
4.83
","
B (3.17)
","
B+ (3.32)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",WI14,41,"
17
","
94.1%
","
94.1%
","
4.50
","
B+ (3.56)
","
B+ (3.48)
"
"Johnson, Christine M.","
COGS 143 - Animal Cognition (A)
",WI13,44,"
18
","
100.0%
","
100.0%
","
5.06
","
B (3.19)
","
B (3.18)
"
"Johnson, Christine M.              ","
COGS 143 - Animal Cognition               (A)
",WI10,37,"
20
","
90.0%
","
95.0%
","
5.00
","
B+ (3.44)
","
B (3.27)
"
"Johnson, Christine M.              ","
COGS 143 - Animal Cognition               (A)
",FA08,37,"
26
","
92.3%
","
88.5%
","
5.83
","
B (3.20)
","
B+ (3.33)
"
"Johnson, Christine M.         ","
COGS 143 - Animal Cognition               (A)
",WI08,33,"
29
","
100.0%
","
100.0%
","
4.57
","
B+ (3.57)
","
B+ (3.53)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.","
COGS 143GS - Animal Cognition (A)
",S119,24,"
19
","
94.7%
","
94.7%
","
7.97
","
B+ (3.63)
","
B+ (3.41)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rossano, Federico","
COGS 144 - Social Cognition (A)
",SP23,49,"
14
","
85.7%
","
92.9%
","
2.79
","
B+ (3.64)
","
B+ (3.36)
"
"Rossano, Federico","
COGS 144 - Social Cognition (A)
",WI22,29,"
14
","
100.0%
","
100.0%
","
5.21
","
A- (3.79)
","
B+ (3.51)
"
"Rossano, Federico","
COGS 144 - Social Cognition (A)
",WI21,24,"
16
","
92.9%
","
92.9%
","
4.36
","
A- (3.79)
","
B (3.12)
"
"Rossano, Federico","
COGS 144 - Social Cognition (A)
",FA19,50,"
17
","
92.9%
","
92.9%
","
4.19
","
B+ (3.54)
","
B+ (3.33)
"
"Sanchez Amaro, Alejandro","
COGS 144 - Social Cognition (A)
",FA18,42,"
21
","
85.0%
","
90.0%
","
3.90
","
B+ (3.55)
","
B (3.27)
"
"Rossano, Federico","
COGS 144 - Social Cognition (A)
",WI18,30,"
18
","
94.1%
","
100.0%
","
3.94
","
B (3.28)
","
B+ (3.52)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Trott, Sean Thomas","
COGS 14A - Intro. to Research Methods (A)
",SP23,297,"
97
","
94.8%
","
99.0%
","
3.71
","
B+ (3.65)
","
B+ (3.60)
"
"Nunez, Rafael E","
COGS 14A - Intro. to Research Methods (A)
",WI23,283,"
119
","
33.6%
","
27.4%
","
4.88
","
C+ (2.58)
","
C- (1.98)
"
"Creel, Sarah","
COGS 14A - Intro. to Research Methods (A)
",FA22,318,"
124
","
87.3%
","
87.3%
","
4.00
","
B+ (3.49)
","
B (3.12)
"
"Semenuks, Arturs","
COGS 14A - Intro. to Research Methods (A)
",S122,95,"
18
","
83.3%
","
83.3%
","
6.15
","
A- (3.88)
","
A- (3.82)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",SP22,282,"
108
","
91.3%
","
97.1%
","
3.70
","
A- (3.73)
","
B+ (3.46)
"
"Nunez, Rafael E","
COGS 14A - Intro. to Research Methods (A)
",WI22,257,"
137
","
32.1%
","
17.7%
","
4.90
","
B- (2.73)
","
C+ (2.41)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",FA21,261,"
120
","
85.5%
","
92.3%
","
3.37
","
B+ (3.61)
","
B+ (3.52)
"
"Buyruk, Parla","
COGS 14A - Intro. to Research Methods (A)
",S221,100,"
73
","
95.9%
","
94.5%
","
6.23
","
A- (3.77)
","
B+ (3.63)
"
"Buyruk, Parla","
COGS 14A - Intro. to Research Methods (A)
",S121,116,"
75
","
96.0%
","
93.3%
","
6.85
","
A- (3.75)
","
B+ (3.53)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",WI21,255,"
118
","
84.5%
","
95.4%
","
4.10
","
B+ (3.57)
","
B+ (3.44)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",FA20,206,"
101
","
92.9%
","
95.9%
","
4.40
","
B+ (3.63)
","
B+ (3.35)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",S220,120,"
40
","
100.0%
","
100.0%
","
6.45
","
B+ (3.66)
","
B+ (3.42)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",SP20,324,"
116
","
89.5%
","
93.9%
","
5.43
","
B+ (3.64)
","
B+ (3.68)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",WI20,202,"
95
","
87.0%
","
96.7%
","
3.89
","
B+ (3.40)
","
B+ (3.45)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",FA19,288,"
230
","
85.7%
","
89.6%
","
4.36
","
B+ (3.38)
","
B (3.18)
"
"Davis, Joshua Daniel","
COGS 14A - Intro. to Research Methods (A)
",S119,89,"
31
","
96.4%
","
89.3%
","
4.91
","
B+ (3.69)
","
B (3.18)
"
"Kim, Seung Kyung","
COGS 14A - Intro. to Research Methods (A)
",WI19,177,"
138
","
78.1%
","
67.2%
","
4.02
","
B (3.28)
","
B- (2.81)
"
"Kim, Seung Kyung","
COGS 14A - Intro. to Research Methods (A)
",FA18,162,"
135
","
80.6%
","
82.8%
","
3.42
","
B+ (3.62)
","
B (3.27)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",S118,89,"
41
","
97.5%
","
100.0%
","
5.28
","
B+ (3.35)
","
B (3.23)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",SP18,165,"
76
","
96.0%
","
100.0%
","
4.05
","
B+ (3.61)
","
B (3.20)
"
"Rossano, Federico","
COGS 14A - Intro. to Research Methods (A)
",WI18,218,"
160
","
89.9%
","
93.7%
","
3.71
","
B (3.21)
","
B (3.08)
"
"Creel, Sarah","
COGS 14A - Intro. to Research Methods (A)
",FA17,219,"
81
","
84.0%
","
89.3%
","
3.84
","
B+ (3.53)
","
B (3.23)
"
"Hendricks, Rose Katherine","
COGS 14A - Intro. to Research Methods (A)
",S217,59,"
38
","
94.6%
","
100.0%
","
4.61
","
B+ (3.69)
","
B+ (3.49)
"
"Creel, Sarah","
COGS 14A - Intro. to Research Methods (A)
",SP17,166,"
62
","
96.5%
","
91.2%
","
4.03
","
B+ (3.48)
","
B (3.07)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",WI17,276,"
155
","
94.7%
","
99.3%
","
4.24
","
B+ (3.59)
","
B+ (3.31)
"
"Rossano, Federico","
COGS 14A - Intro. to Research Methods (A)
",FA16,196,"
154
","
84.1%
","
92.7%
","
4.02
","
B+ (3.35)
","
B (3.05)
"
"Creel, Sarah","
COGS 14A - Intro. to Research Methods (A)
",SP16,137,"
53
","
77.6%
","
73.5%
","
3.63
","
B+ (3.49)
","
B (3.03)
"
"Rossano, Federico","
COGS 14A - Intro. to Research Methods (A)
",WI16,166,"
120
","
79.7%
","
91.5%
","
3.54
","
B+ (3.35)
","
B (3.03)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",FA15,149,"
85
","
91.1%
","
97.5%
","
3.96
","
B+ (3.49)
","
B (3.21)
"
"Marghetis, Tyler","
COGS 14A - Intro. to Research Methods (A)
",S115,36,"
15
","
66.7%
","
100.0%
","
5.83
","
B (3.07)
","
B+ (3.34)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",SP15,176,"
108
","
94.3%
","
99.0%
","
4.34
","
B+ (3.68)
","
B (3.22)
"
"Creel, Sarah","
COGS 14A - Intro. to Research Methods (A)
",WI15,138,"
63
","
83.1%
","
78.0%
","
3.43
","
B+ (3.50)
","
B (3.12)
"
"Barrera, Steven James","
COGS 14A - Intro. to Research Methods (A)
",SP14,118,"
66
","
96.9%
","
100.0%
","
4.44
","
B+ (3.44)
","
B (3.01)
"
"Nunez, Rafael E","
COGS 14A - Intro. to Research Methods (A)
",FA13,113,"
51
","
85.4%
","
95.8%
","
4.41
","
B+ (3.34)
","
B (3.04)
"
"Davenport, Tristan","
COGS 14A - Intro. to Research Methods (A)
",S113,33,"
6
","
60.0%
","
100.0%
","
5.30
","
B- (2.80)
","
B- (2.70)
"
"Davenport, Tristan","
COGS 14A - Intro. to Research Methods (A)
",WI13,112,"
47
","
66.0%
","
87.2%
","
4.02
","
B (3.07)
","
C+ (2.69)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (A)
",SP23,196,"
89
","
97.7%
","
95.3%
","
3.25
","
A- (3.83)
","
A- (3.76)
"
"Barrera, Steven James","
COGS 14B - Intro. to Statistical Analysis (A)
",WI23,189,"
81
","
90.1%
","
98.8%
","
4.35
","
B+ (3.59)
","
B (3.26)
"
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (A)
",FA22,175,"
95
","
94.7%
","
97.8%
","
4.74
","
B+ (3.68)
","
B+ (3.67)
"
"Cheng, Tzu-Han","
COGS 14B - Intro. to Statistical Analysis (A)
",S122,56,"
12
","
91.7%
","
91.7%
","
6.67
","
A- (3.92)
","
B+ (3.48)
"
"Barrera, Steven James","
COGS 14B - Intro. to Statistical Analysis (A)
",SP22,178,"
71
","
91.3%
","
100.0%
","
3.69
","
B+ (3.41)
","
B (3.15)
"
"Barrera, Steven James","
COGS 14B - Intro. to Statistical Analysis (A)
",WI22,186,"
70
","
95.6%
","
100.0%
","
3.98
","
B+ (3.52)
","
B+ (3.34)
"
"Barrera, Steven James","
COGS 14B - Intro. to Statistical Analysis (A)
",FA21,161,"
67
","
87.9%
","
98.5%
","
4.62
","
B+ (3.49)
","
B- (2.81)
"
"Trott, Sean Thomas","
COGS 14B - Intro. to Statistical Analysis (A)
",S221,63,"
18
","
100.0%
","
100.0%
","
4.83
","
A- (3.89)
","
B+ (3.61)
"
"Fox, Amy Rae","
COGS 14B - Intro. to Statistical Analysis (A)
",S121,16,"
10
","
90.0%
","
90.0%
","
6.70
","
B+ (3.50)
","
N/A
"
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (B)
",SP21,171,"
96
","
88.3%
","
92.6%
","
5.41
","
B+ (3.56)
","
B+ (3.48)
"
"Barrera, Steven James","
COGS 14B - Intro. to Statistical Analysis (A)
",WI21,185,"
83
","
95.0%
","
100.0%
","
4.60
","
B+ (3.52)
","
B (3.26)
"
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (A)
",FA20,159,"
69
","
97.1%
","
98.5%
","
5.63
","
B+ (3.61)
","
B+ (3.68)
"
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (A)
",S220,54,"
30
","
86.2%
","
93.1%
","
5.88
","
B+ (3.55)
","
B+ (3.59)
"
"Trott, Sean Thomas","
COGS 14B - Intro. to Statistical Analysis (A)
",S120,59,"
22
","
100.0%
","
100.0%
","
6.14
","
A- (3.82)
","
A- (3.88)
"
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (A)
",SP20,167,"
72
","
94.4%
","
95.8%
","
4.75
","
B+ (3.66)
","
A- (3.88)
"
"Barrera, Steven James","
COGS 14B - Intro. to Statistical Analysis (A)
",WI20,203,"
95
","
92.5%
","
97.8%
","
4.69
","
B+ (3.39)
","
B+ (3.39)
"
"Hoffman, Drew Ellen","
COGS 14B - Intro. to Statistical Analysis (A)
",FA19,97,"
63
","
87.1%
","
90.3%
","
4.63
","
B+ (3.32)
","
B+ (3.39)
"
